tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id,isim,cinsiyet,yas,sehir,harcama_miktari
24/01/2024,P097,Su Şişesi,Mutfak Ürünleri,759.91,5,3799.55,7427,Karcan,Erkek,43,İstanbul,4680.37
29/02/2024,P063,Klima,Elektronik,57.42,12,689.04,4598,Zelha,Erkek,27,Ankara,892.08
04/08/2023,P037,Fırın,Ev Aletleri,847.28,12,10167.36,9083,Selâtin,Kadın,40,Antalya,4543.55
03/04/2023,P011,Kalem,Kırtasiye,1303.79,1,1303.79,5831,Almus,Kadın,38,İzmir,2465.56
17/06/2024,P037,Fırın,Ev Aletleri,880.55,17,14969.35,7028,Arkut,Kadın,52,Bursa,4530.55
22/03/2024,P063,Klima,Elektronik,865.5,16,13848.0,1059,Paye,Erkek,24,İzmir,1068.38
29/05/2024,P011,Kalem,Kırtasiye,110.03,3,7520.75939059395,6923,Goncafer,Erkek,64,İzmir,316.98
24/06/2024,P082,Defter,Kırtasiye,102.92,4,411.68,8570,Koşukhan,Erkek,65,Gaziantep,986.96
16/06/2024,P010,Çanta,Giyim,238.69,10,2386.9,1587,Öge,Kadın,38,Ankara,2237.07
08/11/2023,P011,Kalem,Kırtasiye,973.35,12,11680.2,9386,Elhan,Erkek,23,Konya,1169.84
15/02/2024,P037,Fırın,Ev Aletleri,1498.49,11,16483.39,2856,Hasret,Kadın,47,Ankara,2396.11
25/10/2023,P011,Kalem,Kırtasiye,560.16,7,3921.12,8448,Duyguhan,Kadın,49,Antalya,3625.13
15/05/2024,P037,Fırın,Ev Aletleri,643.89,16,10302.24,2111,Avşin,Kadın,36,Adana,2353.51
16/06/2023,P018,Telefon,Elektronik,149.73,15,2245.95,9890,Örfiye,Erkek,33,Gaziantep,2513.19
02/10/2024,P010,Çanta,Giyim,956.26,7,6693.82,9469,Hasret,Erkek,54,Antalya,2875.26
18/11/2022,P018,Telefon,Elektronik,966.9,10,9669.0,1577,Fetullah,Kadın,49,Bursa,4754.74
20/07/2024,P037,Fırın,Ev Aletleri,273.6,5,1368.0,2214,Rasul,Erkek,21,Bursa,1894.7
09/12/2022,P024,Bilgisayar,Elektronik,637.19,6,3823.14,2515,Saçı,Erkek,46,Adana,4323.02
09/09/2024,P018,Telefon,Elektronik,59.96,10,599.6,3406,İntihap,Kadın,67,Konya,4989.81
13/09/2023,P032,Mouse,Elektronik,01/11/1969 00:00,12,140.28,7541,Sunay,Kadın,37,Gaziantep,3650.16
22/02/2024,P037,Fırın,Ev Aletleri,1392.03,10,13920.3,4587,Afer,Erkek,69,Bursa,335.57
09/02/2024,P010,Çanta,Giyim,1373.56,1,1373.56,5012,Emin,Kadın,49,Adana,4225.65
16/07/2023,P087,Kulaklık,Elektronik,573.58,2,1147.16,5901,Şelâle,Erkek,58,Adana,1500.47
24/03/2024,P087,Kulaklık,Elektronik,499.96,14,6999.44,5381,Satrettin,Kadın,50,Gaziantep,2171.53
19/06/2024,P097,Su Şişesi,Mutfak Ürünleri,676.85,3,2030.55,8753,Okyalaz,Kadın,51,Bursa,2578.18
11/07/2024,P032,Mouse,Elektronik,70.56,3,211.68,7550,Tunçboğa,Kadın,55,İzmir,1445.2
13/04/2024,P024,Bilgisayar,Elektronik,350.31,7,2452.17,8755,İldeş,Kadın,43,İstanbul,1803.12
02/11/2023,P024,Bilgisayar,Elektronik,505.93,17,8600.81,2464,Alabezek,Kadın,48,İzmir,2427.64
10/02/2024,P097,Su Şişesi,Mutfak Ürünleri,1107.06,13,14391.78,6266,Göli,Erkek,42,İzmir,1935.77
18/08/2024,P032,Mouse,Elektronik,966.57,10,9665.7,7958,Amaç,Erkek,62,Konya,2266.91
24/04/2024,P063,Klima,Elektronik,34.7,12,416.4,1045,Atatöre,Kadın,25,Konya,4500.99
27/03/2023,P032,Mouse,Elektronik,388.54,5,1942.7,7591,Ergül,Erkek,67,Ankara,4131.72
21/02/2023,P011,Kalem,Kırtasiye,52.71,12,632.52,3795,Nural,Kadın,43,Konya,3213.85
16/06/2023,P082,Defter,Kırtasiye,732.4,15,10986.0,3595,Taylak,Kadın,64,Konya,1564.34
21/01/2024,P010,Çanta,Giyim,223.7,13,2908.1,1797,Nuretdin,Kadın,27,İstanbul,4066.29
05/01/2024,P063,Klima,Elektronik,1134.04,11,12474.44,8970,Birsen,Erkek,35,Gaziantep,3861.16
13/10/2024,P082,Defter,Kırtasiye,604.93,12,7259.16,7469,Çetinsu,Kadın,62,Konya,566.53
21/08/2024,P063,Klima,Elektronik,767.97,9,7520.75939059395,2941,Resulcan,Kadın,59,Ankara,4795.57
23/06/2023,P063,Klima,Elektronik,471.12,3,1413.36,1748,Karlukhan,Kadın,63,Bursa,4129.67
25/04/2024,P032,Mouse,Elektronik,535.47,8,4283.76,1797,Nuretdin,Kadın,27,İstanbul,4066.29
23/08/2023,P063,Klima,Elektronik,335.95,9,3023.55,9049,Vildane,Erkek,65,Gaziantep,1005.29
26/06/2024,P024,Bilgisayar,Elektronik,1394.74,18,25105.32,7289,Nefaret,Kadın,22,Antalya,2087.18
15/06/2024,P024,Bilgisayar,Elektronik,451.42,17,7674.14,8939,Altınışın,Kadın,20,Gaziantep,4607.97
03/09/2023,P087,Kulaklık,Elektronik,847.18,13,11013.34,7162,Nurcan,Erkek,63,İzmir,3615.21
26/07/2024,P063,Klima,Elektronik,409.59,2,819.18,6182,Cihandide,Kadın,19,Konya,2675.37
16/08/2024,P063,Klima,Elektronik,888.56,11,9774.16,2735,Berki,Kadın,65,Ankara,4024.16
29/09/2023,P032,Mouse,Elektronik,736.02,10,7360.2,4763,Yankı,Erkek,66,Ankara,1077.72
26/01/2024,P032,Mouse,Elektronik,1275.01,11,14025.11,2520,Semrin,Kadın,19,Bursa,2023.12
10/09/2023,P037,Fırın,Ev Aletleri,647.87,13,8422.31,5071,Günar,Erkek,46,Ankara,2864.48
12/09/2024,P037,Fırın,Ev Aletleri,854.78,11,9402.58,6396,Alize,Kadın,57,İstanbul,1233.82
21/12/2022,P037,Fırın,Ev Aletleri,1391.57,2,2783.14,7277,Gündüzalp,Erkek,67,İzmir,4463.22
21/06/2023,P032,Mouse,Elektronik,1045.73,8,8365.84,2496,Aliihsan,Erkek,32,Gaziantep,4494.64
21/04/2024,P011,Kalem,Kırtasiye,992.7,19,18861.3,6500,Yıldız,Kadın,23,Antalya,1061.82
05/12/2023,P037,Fırın,Ev Aletleri,849.93,19,7520.75939059395,2753,Abdülcemal,Kadın,33,Adana,1867.79
20/10/2024,P011,Kalem,Kırtasiye,467.93,11,7520.75939059395,8525,Cannur,Erkek,62,İstanbul,4339.01
04/10/2023,P097,Su Şişesi,Mutfak Ürünleri,676.37,12,8116.44,8220,Mümtaze,Erkek,29,Adana,4149.51
02/07/2023,P018,Telefon,Elektronik,439.91,15,7520.75939059395,1511,Nevsal,Kadın,41,Adana,4755.66
09/07/2023,P097,Su Şişesi,Mutfak Ürünleri,1118.34,13,7520.75939059395,6868,Dilcan,Erkek,49,Gaziantep,3786.94
06/12/2022,P037,Fırın,Ev Aletleri,66.23,13,860.99,8712,Feza,Kadın,63,Konya,2754.25
14/04/2023,P097,Su Şişesi,Mutfak Ürünleri,1177.55,4,4710.2,7643,Tanyu,Kadın,23,İstanbul,3655.66
08/04/2023,P087,Kulaklık,Elektronik,508.06,16,8128.96,5779,Arpağ,Erkek,21,Adana,468.14
07/02/2024,P018,Telefon,Elektronik,601.66,11,7520.75939059395,6663,Serda,Kadın,37,Ankara,2985.63
25/04/2023,P037,Fırın,Ev Aletleri,1030.43,4,4121.72,8476,Ermutlu,Kadın,48,Bursa,4071.78
18/05/2023,P087,Kulaklık,Elektronik,1229.95,7,8609.65,3577,Dinçkol,Erkek,27,Gaziantep,1983.12
07/10/2024,P097,Su Şişesi,Mutfak Ürünleri,800.56,9,7520.75939059395,1051,Şendoğan,Erkek,55,Adana,442.54
18/01/2023,P018,Telefon,Elektronik,1115.41,1,1115.41,4769,Velitdin,Kadın,54,Konya,1991.57
04/04/2023,P024,Bilgisayar,Elektronik,1485.07,7,10395.49,2027,Aygönenç,Erkek,29,Antalya,577.31
12/02/2023,P063,Klima,Elektronik,221.92,19,4216.48,4710,Musaffa,Kadın,23,Bursa,1074.0
07/10/2024,P024,Bilgisayar,Elektronik,918.39,9,8265.51,9357,Cezayir,Kadın,51,Gaziantep,2836.78
28/03/2023,P037,Fırın,Ev Aletleri,1033.52,13,13435.76,8019,Melikkan,Erkek,31,Ankara,1269.11
12/04/2023,P024,Bilgisayar,Elektronik,557.29,8,4458.32,8562,Ünlen,Kadın,66,Antalya,1275.37
09/12/2022,P097,Su Şişesi,Mutfak Ürünleri,1029.24,2,2058.48,5579,Sahir,Kadın,28,Adana,481.43
22/07/2023,P063,Klima,Elektronik,1446.45,15,21696.75,3790,Kayrabay,Kadın,24,Ankara,3336.59
25/04/2024,P011,Kalem,Kırtasiye,662.13,15,9931.95,9049,Vildane,Erkek,65,Gaziantep,1005.29
01/07/2024,P063,Klima,Elektronik,760.55,19,14450.45,6138,Erksoy,Kadın,22,Adana,270.35
14/03/2024,P037,Fırın,Ev Aletleri,417.22,7,2920.54,9502,Aylil,Erkek,27,İzmir,3214.87
23/09/2024,P018,Telefon,Elektronik,840.51,9,7564.59,2615,Barak,Erkek,19,Konya,2072.72
12/11/2022,P082,Defter,Kırtasiye,700.77,6,4204.62,8121,Aytuna,Kadın,23,İzmir,2857.19
08/02/2023,P011,Kalem,Kırtasiye,632.73,19,12021.87,9289,Aytuna,Erkek,31,Ankara,3713.2
21/11/2022,P037,Fırın,Ev Aletleri,244.01,13,3172.13,2957,Nasiba,Kadın,26,Gaziantep,3943.02
03/07/2023,P024,Bilgisayar,Elektronik,1497.16,4,5988.64,6738,Toktuğ,Kadın,28,Konya,1517.51
21/08/2024,P082,Defter,Kırtasiye,982.28,19,18663.32,3070,Melihcan,Kadın,37,İstanbul,4609.88
01/09/2023,P011,Kalem,Kırtasiye,783.31,12,9399.72,6951,Çağa,Erkek,65,İzmir,3190.57
11/05/2024,P032,Mouse,Elektronik,419.3,3,1257.9,5595,Damlanur,Kadın,63,Adana,3337.94
26/05/2023,P010,Çanta,Giyim,1095.76,11,12053.36,7872,Dilşat,Erkek,59,Ankara,3742.6
01/05/2023,P063,Klima,Elektronik,807.62,16,12921.92,5122,Sümeyye,Kadın,59,İzmir,4501.99
05/04/2024,P097,Su Şişesi,Mutfak Ürünleri,477.7,11,5254.7,8268,Özkent,Erkek,49,Adana,310.89
30/04/2024,P097,Su Şişesi,Mutfak Ürünleri,306.56,13,3985.28,1974,Kerman,Kadın,49,İzmir,822.18
11/05/2024,P063,Klima,Elektronik,794.16,15,11912.4,1687,Erdogan,Kadın,26,Ankara,3673.59
24/04/2024,P032,Mouse,Elektronik,432.63,3,1297.89,6221,Uğan,Erkek,39,İstanbul,1410.24
12/02/2023,P063,Klima,Elektronik,869.96,11,9569.56,3392,Taşkan,Erkek,65,Gaziantep,2515.48
14/08/2023,P097,Su Şişesi,Mutfak Ürünleri,1171.18,6,7027.08,6546,Sejda,Erkek,24,Ankara,891.1
09/10/2023,P010,Çanta,Giyim,370.52,16,5928.32,2880,Eşref,Erkek,24,İstanbul,4516.11
23/08/2023,P087,Kulaklık,Elektronik,804.49,9,7240.41,7492,Nesfe,Kadın,49,Gaziantep,3067.06
12/02/2024,P063,Klima,Elektronik,1456.47,11,16021.17,4663,Diken,Kadın,32,Gaziantep,3593.28
21/08/2024,P010,Çanta,Giyim,1414.8,2,2829.6,2824,Zelha,Kadın,69,İzmir,3954.64
02/05/2024,P010,Çanta,Giyim,193.43,1,193.43,8049,Öztürk,Kadın,20,İzmir,2722.05
20/09/2024,P024,Bilgisayar,Elektronik,742.19,1,742.19,8836,Toktuğ,Kadın,35,Konya,1065.42
12/08/2024,P011,Kalem,Kırtasiye,904.76,17,15380.92,9271,Arcan,Erkek,29,İstanbul,4305.44
28/08/2023,P082,Defter,Kırtasiye,256.08,3,768.24,4160,Aşir,Erkek,57,Ankara,1918.98
03/12/2022,P011,Kalem,Kırtasiye,402.59,18,7246.62,4372,Beyda,Kadın,43,Bursa,4840.46
14/04/2024,P011,Kalem,Kırtasiye,18.35,5,91.75,1223,Vaysal,Erkek,58,Antalya,2458.08
18/08/2023,P024,Bilgisayar,Elektronik,1151.99,5,5759.95,8536,Ömriye,Erkek,29,Konya,4914.32
17/04/2024,P097,Su Şişesi,Mutfak Ürünleri,986.3,6,7520.75939059395,5872,Zihni,Kadın,25,Bursa,1319.36
27/09/2023,P037,Fırın,Ev Aletleri,804.96,6,4829.76,7747,Ildız,Erkek,45,Konya,1339.67
01/08/2024,P037,Fırın,Ev Aletleri,921.95,17,15673.15,6813,Dilcan,Kadın,23,İstanbul,1413.72
05/08/2024,P010,Çanta,Giyim,757.53,19,14393.07,6749,Yazganalp,Erkek,54,Konya,481.18
09/10/2023,P097,Su Şişesi,Mutfak Ürünleri,210.82,12,2529.84,8070,Sunay,Erkek,65,Bursa,1156.34
12/03/2023,P063,Klima,Elektronik,1244.19,11,13686.09,5029,Beyzade,Kadın,41,Adana,3859.23
20/04/2024,P063,Klima,Elektronik,110.02,2,220.04,6816,Ercihan,Kadın,24,Ankara,650.29
24/11/2022,P011,Kalem,Kırtasiye,1369.76,10,13697.6,4088,İnsaf,Erkek,54,İstanbul,864.01
17/01/2024,P087,Kulaklık,Elektronik,564.1,6,7520.75939059395,8570,Koşukhan,Erkek,65,Gaziantep,986.96
01/12/2022,P011,Kalem,Kırtasiye,947.41,7,6631.87,3593,Mefharet,Erkek,56,Antalya,332.53
18/08/2024,P032,Mouse,Elektronik,1140.35,5,5701.75,9473,Gülağa,Kadın,50,Gaziantep,4674.98
28/05/2023,P097,Su Şişesi,Mutfak Ürünleri,445.52,3,1336.56,7894,Risalet,Kadın,20,İzmir,2829.4
30/05/2024,P018,Telefon,Elektronik,561.13,16,8978.08,2608,Azettin,Erkek,69,Antalya,2674.09
15/04/2024,P063,Klima,Elektronik,583.67,13,7520.75939059395,5056,Erbil,Erkek,26,İzmir,3791.99
16/03/2024,P087,Kulaklık,Elektronik,293.57,13,3816.41,9528,Çağlar,Kadın,45,Antalya,4898.94
26/09/2023,P011,Kalem,Kırtasiye,425.11,18,7651.98,3049,Tezol,Kadın,21,Antalya,2127.8
30/12/2023,P018,Telefon,Elektronik,1379.75,7,9658.25,9062,Silanur,Erkek,36,Adana,535.97
03/05/2023,P024,Bilgisayar,Elektronik,1043.33,17,17736.61,5195,Okanay,Erkek,50,Gaziantep,4671.92
27/11/2022,P082,Defter,Kırtasiye,1266.61,13,16465.93,7999,Tandoğdu,Erkek,54,Adana,2288.39
09/10/2023,P087,Kulaklık,Elektronik,248.6,12,2983.2,4103,Badegül,Kadın,27,Antalya,3796.38
24/10/2024,P010,Çanta,Giyim,1482.66,8,11861.28,1387,Sonad,Erkek,54,Adana,3797.57
01/10/2024,P010,Çanta,Giyim,641.84,10,7520.75939059395,9714,Yasan,Kadın,24,Antalya,512.8
08/07/2024,P087,Kulaklık,Elektronik,925.87,2,1851.74,3928,Kibar,Kadın,28,Antalya,1842.5
21/10/2024,P087,Kulaklık,Elektronik,480.55,14,6727.7,8347,Ümmet,Erkek,50,İzmir,4694.71
17/01/2024,P032,Mouse,Elektronik,867.79,16,13884.64,7376,Güçyeter,Erkek,29,Adana,4988.76
30/09/2024,P063,Klima,Elektronik,423.71,15,6355.65,6837,Berran,Erkek,59,Konya,812.94
10/02/2023,P011,Kalem,Kırtasiye,465.66,1,465.66,7860,Nurmelek,Kadın,19,İzmir,930.31
21/11/2022,P018,Telefon,Elektronik,803.66,6,4821.96,3224,Özsözlü,Erkek,69,Adana,4027.74
31/12/2022,P087,Kulaklık,Elektronik,1051.83,4,4207.32,8057,Bediriye,Erkek,69,Adana,4580.81
14/07/2023,P024,Bilgisayar,Elektronik,698.46,17,11873.82,7082,Ömür,Kadın,29,Ankara,2149.31
22/10/2023,P032,Mouse,Elektronik,858.1,2,1716.2,9519,Arıel,Erkek,53,Konya,4738.37
06/03/2024,P018,Telefon,Elektronik,815.84,2,1631.68,9906,Taciddin,Kadın,27,Gaziantep,2142.13
14/07/2024,P018,Telefon,Elektronik,1097.52,7,7520.75939059395,6011,Sadiye,Erkek,67,Gaziantep,4768.46
27/10/2024,P010,Çanta,Giyim,77.99,13,1013.87,4561,Emine.,Kadın,57,Antalya,2981.1
14/06/2024,P011,Kalem,Kırtasiye,1257.07,17,21370.19,4262,Şirivan,Kadın,49,İzmir,3289.31
29/05/2024,P024,Bilgisayar,Elektronik,1144.71,17,19460.07,7689,Ertuncay,Erkek,40,Bursa,2777.64
17/04/2024,P037,Fırın,Ev Aletleri,935.18,19,17768.42,4482,Kenter,Kadın,39,Adana,371.66
11/02/2024,P018,Telefon,Elektronik,1203.94,4,4815.76,8655,Ruhugül,Kadın,67,İstanbul,368.91
23/07/2023,P097,Su Şişesi,Mutfak Ürünleri,346.05,3,1038.15,4273,Koncagül,Kadın,60,Gaziantep,4146.11
06/12/2023,P037,Fırın,Ev Aletleri,1435.24,13,18658.12,8963,Yurttaş,Kadın,42,Gaziantep,3107.56
08/02/2024,P024,Bilgisayar,Elektronik,863.33,8,6906.64,5979,Aytuna,Erkek,62,Ankara,2343.34
24/06/2023,P010,Çanta,Giyim,1055.31,4,4221.24,1684,İslime,Erkek,38,Bursa,1727.05
29/07/2024,P024,Bilgisayar,Elektronik,648.62,13,8432.06,4210,Tunahan,Erkek,60,Ankara,1542.14
12/08/2023,P032,Mouse,Elektronik,706.98,16,11311.68,2947,Permun,Erkek,33,Adana,3900.5
12/08/2024,P087,Kulaklık,Elektronik,1078.77,6,6472.62,5419,Adila,Kadın,23,Antalya,1391.97
08/04/2024,P032,Mouse,Elektronik,1416.36,4,5665.44,8499,Gök,Kadın,62,Bursa,3042.31
14/01/2024,P032,Mouse,Elektronik,122.1,13,1587.3,1748,Karlukhan,Kadın,63,Bursa,4129.67
23/10/2024,P082,Defter,Kırtasiye,124.07,15,1861.05,3030,Sernur,Kadın,68,İzmir,3852.27
10/08/2024,P011,Kalem,Kırtasiye,1418.15,3,7520.75939059395,9804,Tuğçe,Kadın,33,Ankara,2328.67
17/07/2023,P097,Su Şişesi,Mutfak Ürünleri,1134.39,6,6806.34,5751,Barışcan,Kadın,27,İzmir,2927.89
13/11/2022,P018,Telefon,Elektronik,496.38,19,9431.22,2957,Nasiba,Kadın,26,Gaziantep,3943.02
13/09/2024,P010,Çanta,Giyim,634.61,19,12057.59,3566,Korugan,Erkek,41,Adana,3169.0
06/09/2024,P010,Çanta,Giyim,789.13,17,13415.21,4729,Salkın,Kadın,27,Adana,1183.21
14/07/2023,P097,Su Şişesi,Mutfak Ürünleri,1224.46,9,11020.14,8003,Batırhan,Erkek,24,Konya,167.92
17/11/2023,P018,Telefon,Elektronik,450.67,7,3154.69,7147,Hasgül,Kadın,30,İzmir,681.07
12/12/2022,P082,Defter,Kırtasiye,915.07,19,17386.33,9960,Rayla,Erkek,63,Gaziantep,1238.69
17/09/2023,P024,Bilgisayar,Elektronik,1064.84,18,19167.12,7493,Acar,Kadın,48,Ankara,2375.89
17/01/2023,P010,Çanta,Giyim,351.29,8,2810.32,9842,Rengül,Kadın,54,Adana,2226.53
29/07/2023,P032,Mouse,Elektronik,900.03,16,14400.48,1577,Fetullah,Kadın,49,Bursa,4754.74
01/10/2023,P010,Çanta,Giyim,183.17,17,3113.89,1175,Haluk,Kadın,67,Konya,2560.88
08/10/2023,P097,Su Şişesi,Mutfak Ürünleri,487.04,11,7520.75939059395,3422,Otay,Erkek,47,Bursa,1595.84
24/09/2024,P097,Su Şişesi,Mutfak Ürünleri,850.4,2,1700.8,8227,Kamar,Kadın,67,Ankara,727.94
06/03/2023,P032,Mouse,Elektronik,513.2,5,2566.0,7461,Tarancı,Kadın,36,Gaziantep,2537.92
09/05/2023,P082,Defter,Kırtasiye,805.03,1,805.03,2559,Eraycan,Kadın,50,Adana,401.54
21/03/2024,P032,Mouse,Elektronik,570.16,4,2280.64,8158,Tanses,Erkek,31,İzmir,3230.84
15/08/2023,P037,Fırın,Ev Aletleri,1184.83,11,13033.13,2589,Paksu,Kadın,46,Gaziantep,3212.51
16/04/2024,P024,Bilgisayar,Elektronik,55.76,13,724.88,6134,Müferrih,Erkek,40,Adana,108.35
26/01/2023,P011,Kalem,Kırtasiye,25.24,17,429.08,5348,Mezide,Kadın,51,Konya,4544.01
02/08/2024,P032,Mouse,Elektronik,1334.28,6,8005.68,4288,Nurkan,Kadın,46,Gaziantep,3818.64
24/12/2023,P082,Defter,Kırtasiye,383.21,11,4215.31,3893,Haliye,Kadın,58,Adana,1291.77
15/12/2022,P063,Klima,Elektronik,200.7,4,802.8,4397,Kiyasi,Erkek,66,Konya,652.87
10/03/2023,P010,Çanta,Giyim,555.08,6,7520.75939059395,2895,Gülel,Kadın,62,Gaziantep,4770.99
01/10/2024,P097,Su Şişesi,Mutfak Ürünleri,1310.64,9,11795.76,3425,Öge,Erkek,68,Bursa,3818.29
18/02/2024,P087,Kulaklık,Elektronik,954.1,13,12403.3,1652,Rehime,Kadın,23,Konya,516.96
16/10/2024,P010,Çanta,Giyim,1490.57,7,10433.99,8903,Özinal,Kadın,27,İzmir,4198.59
20/01/2024,P018,Telefon,Elektronik,508.14,11,5589.54,3070,Melihcan,Kadın,37,İstanbul,4609.88
23/01/2023,P024,Bilgisayar,Elektronik,414.73,8,3317.84,7782,Noman,Kadın,34,Adana,3056.01
13/09/2024,P024,Bilgisayar,Elektronik,450.87,12,7520.75939059395,4188,Yosma,Kadın,45,Antalya,2488.12
30/06/2024,P087,Kulaklık,Elektronik,465.54,5,7520.75939059395,5841,Tuğrulhan,Kadın,37,İstanbul,4044.85
17/11/2022,P087,Kulaklık,Elektronik,509.73,4,2038.92,5963,Okbay,Erkek,61,Ankara,4261.88
29/09/2023,P037,Fırın,Ev Aletleri,751.88,4,3007.52,3404,Melaha,Kadın,40,İstanbul,660.62
27/01/2023,P063,Klima,Elektronik,339.36,13,4411.68,3201,İmren,Kadın,18,Ankara,4395.9
03/08/2023,P024,Bilgisayar,Elektronik,1232.4,18,22183.2,3950,Yertan,Kadın,24,İzmir,2942.77
05/04/2023,P032,Mouse,Elektronik,1176.23,8,9409.84,3488,Annak,Erkek,36,İstanbul,564.28
27/06/2024,P097,Su Şişesi,Mutfak Ürünleri,505.47,17,8592.99,9044,Çoğay,Kadın,56,Bursa,3621.52
20/10/2024,P011,Kalem,Kırtasiye,130.45,5,652.25,2031,Atiyye,Erkek,60,Ankara,218.94
11/05/2023,P032,Mouse,Elektronik,977.53,12,11730.36,6076,Monis,Kadın,54,Adana,2323.87
22/09/2023,P024,Bilgisayar,Elektronik,868.23,17,14759.91,3348,Neriban,Kadın,22,Antalya,3839.34
29/01/2023,P037,Fırın,Ev Aletleri,1163.32,17,19776.44,8760,Suat,Erkek,39,Gaziantep,1242.89
27/06/2024,P018,Telefon,Elektronik,871.07,13,11323.91,7062,Aksöğüt,Kadın,38,Bursa,2447.12
23/02/2024,P082,Defter,Kırtasiye,256.28,13,7520.75939059395,3354,Akatay,Erkek,49,İzmir,4337.42
23/11/2022,P032,Mouse,Elektronik,406.34,5,2031.7,9339,Mertel,Kadın,52,İstanbul,3787.32
04/10/2023,P063,Klima,Elektronik,774.29,8,6194.32,3475,Rıfkıye,Kadın,34,Antalya,2051.25
16/08/2023,P087,Kulaklık,Elektronik,642.92,16,10286.72,7051,Yamin,Erkek,20,Gaziantep,4609.77
30/04/2024,P032,Mouse,Elektronik,314.95,5,1574.75,4724,Amaç,Kadın,39,Bursa,723.97
03/04/2024,P082,Defter,Kırtasiye,370.15,16,5922.4,8311,N˜zamett˜n,Kadın,65,Gaziantep,2434.21
20/03/2024,P024,Bilgisayar,Elektronik,1351.43,2,2702.86,6443,Hürüyet,Erkek,34,Ankara,2778.77
19/09/2023,P097,Su Şişesi,Mutfak Ürünleri,1030.76,8,8246.08,3056,Cüneyit,Erkek,45,İstanbul,4300.04
03/12/2023,P097,Su Şişesi,Mutfak Ürünleri,1290.93,9,11618.37,7830,Selvi,Erkek,65,Bursa,676.95
06/05/2023,P087,Kulaklık,Elektronik,716.59,12,8599.08,3788,Erdogan,Erkek,50,Adana,3026.0
24/10/2024,P010,Çanta,Giyim,533.47,10,7520.75939059395,6290,Yasemen,Kadın,43,İstanbul,2107.18
17/08/2024,P018,Telefon,Elektronik,245,9,2205.0,4480,Abdulbekir,Erkek,53,Bursa,4412.79
14/01/2023,P024,Bilgisayar,Elektronik,359.74,7,7520.75939059395,5121,Beyzade,Kadın,49,Adana,3156.38
15/06/2024,P024,Bilgisayar,Elektronik,983.92,7,6887.44,2826,Abdülhadi,Kadın,22,İzmir,1328.68
19/08/2023,P037,Fırın,Ev Aletleri,1325.38,8,10603.04,8978,Dilsitan,Kadın,60,İzmir,4152.46
14/07/2024,P037,Fırın,Ev Aletleri,523.43,1,523.43,1687,Erdogan,Kadın,26,Ankara,3673.59
19/03/2023,P063,Klima,Elektronik,638.39,6,3830.34,1018,Muhip,Kadın,47,Bursa,610.02
03/10/2023,P037,Fırın,Ev Aletleri,922.77,16,14764.32,8900,Hacile,Kadın,60,Antalya,1684.71
24/07/2023,P018,Telefon,Elektronik,920.99,9,8288.91,4729,Salkın,Kadın,27,Adana,1183.21
17/05/2024,P010,Çanta,Giyim,1491.81,12,17901.72,9075,Serda,Erkek,49,Bursa,1536.99
07/12/2022,P097,Su Şişesi,Mutfak Ürünleri,487.06,11,5357.66,3839,Altoğan,Erkek,54,Ankara,1095.58
31/01/2024,P018,Telefon,Elektronik,183.49,11,2018.39,3592,Selatin,Kadın,48,İstanbul,2649.67
08/05/2023,P018,Telefon,Elektronik,662.5,3,1987.5,2500,Sayın,Kadın,32,İstanbul,825.81
17/01/2024,P018,Telefon,Elektronik,1101.89,8,8815.12,1009,İnançlı,Erkek,67,Konya,4156.24
18/09/2023,P063,Klima,Elektronik,202.49,8,1619.92,7530,Cemiyle,Erkek,33,Konya,3091.06
30/05/2023,P024,Bilgisayar,Elektronik,1457.5,11,16032.5,3346,Sevla,Erkek,38,Antalya,2441.87
30/05/2023,P032,Mouse,Elektronik,1398.95,9,12590.55,7891,İlgi,Erkek,60,İzmir,4848.56
26/12/2023,P011,Kalem,Kırtasiye,1493.04,4,5972.16,5287,Coşkun,Erkek,44,Ankara,3012.3
25/07/2023,P063,Klima,Elektronik,616.88,8,4935.04,6431,Şehreban,Kadın,35,Konya,2698.73
21/09/2023,P032,Mouse,Elektronik,1264.45,8,10115.6,8830,Münif,Kadın,22,Antalya,2836.39
15/12/2022,P063,Klima,Elektronik,524.78,10,7520.75939059395,7358,Yadigar,Kadın,35,İstanbul,2583.04
21/12/2023,P087,Kulaklık,Elektronik,1233.8,7,8636.6,2015,Kader,Erkek,54,Bursa,863.54
28/03/2023,P024,Bilgisayar,Elektronik,991.7,15,14875.5,1931,Bahtinur,Kadın,54,Konya,4680.09
07/11/2022,P087,Kulaklık,Elektronik,1396.58,10,13965.8,8522,Boynak,Erkek,27,Konya,1401.46
06/12/2023,P032,Mouse,Elektronik,103.59,1,103.59,3021,Gülhisar,Erkek,55,Konya,611.27
12/01/2024,P010,Çanta,Giyim,1352.76,14,18938.64,7563,Sadat,Kadın,19,Ankara,267.52
21/07/2024,P011,Kalem,Kırtasiye,621.57,18,11188.26,6763,Şüküfe,Erkek,29,İstanbul,3694.28
21/08/2023,P024,Bilgisayar,Elektronik,1130.07,15,16951.05,3300,Hümeyra,Erkek,42,Ankara,2570.06
08/11/2023,P082,Defter,Kırtasiye,1492.85,5,7464.25,2449,Avşin,Erkek,31,Adana,1954.11
